label,posture,four_class,activity_group,indoor_outdoor,activity,hand_gesture
sitting-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting still,free
reclining-sitting-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting and reclining,free
standing-telling story-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing and talking,talking
telling story-unlabelled-wear on,unkown,unkown,unkown,unkown,talking,talking
down-standing-unlabelled,upright,sedentary,sedentary,unkown,standing naturally,free
telling story-texting-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking and texting and talking,talking
standing-telling story-texting-unlabelled-waiting,upright,sedentary,sedentary,unkown,standing and texting and talking,talking
mbta-telling story-unlabelled,unkown,unkown,unkown,indoor,talking,talking
stop light-telling story-unlabelled-wear on,unkown,unkown,unkown,outdoor,talking,talking
phone talking-stop light-telling story-unlabelled-wear on,unkown,unkown,unkown,outdoor,talking and using phone,holding cellphone
phone talking-stop light-unlabelled-wear on,unkown,unkown,unkown,outdoor,talking and using phone,holding cellphone
phone talking-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking and talking and using phone,holding cellphone
frisbee-unlabelled-wear on,upright,others,others,unkown,frisbee,frisbee
frisbee-shaking arms-unlabelled-wear on,upright,others,others,unkown,frisbee,frisbee
biking-unlabelled-wear on,sitting,cycling,cycling,unkown,biking,biking
lying-texting-unlabelled-wear on-web browsing,lying,sedentary,sleep,indoor,texting and web browsing,still
lying-unlabelled-wear on-web browsing,lying,sedentary,sleep,indoor,web browsing,still
reclining-sitting-unlabelled-web browsing,sitting,sedentary,sedentary,unkown,sitting and reclining and web browsing,free
reclining-sitting-texting-unlabelled,sitting,sedentary,sedentary,unkown,sitting and reclining and texting,using phone
arms on desk-unlabelled-wear on,unkown,unkown,unkown,indoor, with arms on desk,arms on desk
arms on desk-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor, with arms on desk,arms on desk
1 mph-arms on desk-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms on desk-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
2 mph-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 2 mph,free
2 mph-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 2 mph,free
2 mph-arms on desk-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 2 mph with arms on desk,arms on desk
2 mph-arms on desk-phone talking-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 2 mph and talking and using phone with arms on desk,arms on desk
2 mph-phone talking-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 2 mph and talking and using phone,holding cellphone
phone talking-unlabelled-wear on,unkown,unkown,unkown,unkown,talking and using phone,holding cellphone
3.5 mph-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-dominant h-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-bag-dominant h-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant h-jog/running-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
bag-dominant h-jog/running-unlabelled-wear on,upright,ambulation,ambulation,unkown,running with bag,free
5.5 mph-bag-dominant h-jog/running-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph with bag,free
5.5 mph-dominant h-jog/running-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
5.5 mph-dominant h-jog/running-unlabelled,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
5.5 mph-jog/running-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
3 mph-jog/running-treadmill-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-dominant h-drink-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
carrying drinking-dominant h-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking carrying a drink,carrying a drink
3 mph-carrying drinking-dominant h-unlabelled-walking,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph carrying a drink,carrying a drink
3 mph-telling story-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and talking,talking
3 mph-telling story-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and talking,talking
telling story-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and talking,talking
going somewhere,unkown,unkown,unkown,unkown,unkown,unkown
reclining-sitting-texting-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting and reclining and texting,using phone
reclining-sitting-telling story-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting and reclining and talking,talking
down-elevator-unlabelled-wear on,upright,sedentary,sedentary,indoor,elevator down,free
shelf unload-standing-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing and shelf loading or unloading,shelf loading or unloading
shelf reload-standing-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing and shelf loading or unloading,shelf loading or unloading
shelf reload-unlabelled-wear on,unkown,unkown,unkown,unkown,shelf loading or unloading,shelf loading or unloading
lying-unlabelled-wear on,lying,sedentary,sleep,indoor,unkown,still
bag-dominant h-unlabelled-wear on,unkown,unkown,unkown,unkown, with bag,free
3 mph-drink-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-dominant h-drink-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,carrying a drink
drink-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,carrying a drink
drink-unlabelled,unkown,unkown,unkown,unkown,unkown,carrying a drink
3 mph-phone talking-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and talking and using phone,holding cellphone
3 mph-phone talking-treadmill-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph and talking and using phone,holding cellphone
phone talking-unlabelled-unlabelled-wear on,unkown,unkown,unkown,unkown,talking and using phone,holding cellphone
unlabelled-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,unkown
unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking,free
treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking,free
3.5 mph-treadmill-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
jog/running-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,unkown,running,free
jog/running-treadmill-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,indoor,running,free
5% grade-jog/running-treadmill-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,indoor,running,free
5.5 mph-jog/running-treadmill-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
unlabelled-unlabelled,unkown,unkown,unkown,unkown,unkown,unkown
still-unlabelled-unlabelled,unkown,sedentary,sedentary,unkown,unkown,still
jumping jacks-unlabelled-unlabelled,upright,others,others,unkown,jumping jacks,jumping jacks
sitting-unlabelled-unlabelled,sitting,sedentary,sedentary,unkown,sitting still,free
sitting-unlabelled-unlabelled-writing,sitting,sedentary,sedentary,unkown,sitting and writing,writing
sitting-unlabelled-unlabelled-wear on-writing,sitting,sedentary,sedentary,unkown,sitting and writing,writing
sitting-unlabelled-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting still,free
sitting-unlabelled-unlabelled-wear on-web browsing,sitting,sedentary,sedentary,unkown,sitting and web browsing,free
unlabelled-unlabelled-wear on-web browsing,unkown,unkown,unkown,unkown,web browsing,free
standing-unlabelled-unlabelled,upright,sedentary,sedentary,unkown,standing naturally,free
arms rested on desk-standing-unlabelled-unlabelled-writing,upright,sedentary,sedentary,indoor,standing and writing with arms on desk,writing
arms rested on desk-standing-unlabelled-unlabelled-web browsing-web browsing,upright,sedentary,sedentary,indoor,standing and web browsing with arms on desk,arms on desk
bag-unlabelled-unlabelled-wear on,unkown,unkown,unkown,unkown, with bag,free
bag-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking with bag,free
bag-stairs-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,indoor,escalator with bag,free
bag-down-stairs-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,indoor,walking down stairs with bag,free
city-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-unlabelled-unlabelled-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
unlabelled-unlabelled-vending machine-wear on,upright,unkown,unkown,unkown,using vending machine,using vending machine
bag-unlabelled-unlabelled-vending machine-wear on,upright,unkown,unkown,unkown,using vending machine with bag,using vending machine
bag-telling story-unlabelled-unlabelled-wear on,unkown,unkown,unkown,unkown,talking with bag,talking
bag-telling story-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking and talking with bag,talking
bag-city-telling story-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking and talking with bag,talking
bag-city-telling story-unlabelled-unlabelled-wear on,unkown,unkown,unkown,outdoor,talking with bag,talking
bag-escalator-telling story-unlabelled-unlabelled-wear on,upright,unkown,unkown,indoor,escalator and talking with bag,talking
bag-escalator-telling story-unlabelled-unlabelled-up-wear on,upright,unkown,unkown,indoor,escalator up and talking with bag,talking
bag-telling story-unlabelled-unlabelled-up-wear on,unkown,unkown,unkown,unkown,talking with bag,talking
bag-stairs-telling story-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,indoor,escalator and talking with bag,talking
bag-down-stairs-telling story-unlabelled-unlabelled-wear on,upright,ambulation,ambulation,indoor,walking down stairs and talking with bag,talking
bag-down-telling story-unlabelled-unlabelled-wear on,unkown,unkown,unkown,unkown,talking with bag,talking
bag-city-stop light-telling story-unlabelled-unlabelled-wear on,unkown,unkown,unkown,outdoor,talking with bag,talking
bag-city-standing-telling story-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing and talking with bag,talking
bag-city-standing-telling story-texting-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing and texting and talking with bag,talking
bag-city-standing-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing with bag,free
bag-standing-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing with bag,free
bag-mbta-standing-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing with bag,free
bag-dominant hand-mbta-standing-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing with bag,free
bag-dominant hand-mbta-standing-telling story-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing and talking with bag,talking
bag-dominant hand-standing-unlabelled-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing with bag,free
bag-city-unlabelled-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking with bag,free
bag-city-unlabelled-unlabelled-wear on,unkown,unkown,unkown,outdoor, with bag,free
bag-frisbee-unlabelled-unlabelled-wear on,upright,others,others,unkown,frisbee with bag,frisbee
bag-stairs-unlabelled-unlabelled-up-wear on,upright,ambulation,ambulation,indoor,escalator with bag,free
bag-stairs-texting-unlabelled-unlabelled-up-wear on,upright,ambulation,ambulation,indoor,texting and escalator with bag,using phone
biking-city-unlabelled,sitting,cycling,cycling,outdoor,biking,biking
elevator-texting-unlabelled-up,upright,sedentary,sedentary,indoor,elevator up and texting,using phone
shelf unload-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking and shelf loading or unloading,shelf loading or unloading
shelf reload-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking and shelf loading or unloading,shelf loading or unloading
3.5 mph-texting-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and texting,using phone
texting-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and texting,using phone
texting-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking and texting,using phone
texting-unlabelled-wear on,unkown,sedentary,sedentary,unkown,texting,using phone
dominant hand-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking,free
3 mph-dominant hand-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-dominant hand-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,free
3 mph-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,free
bag-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking with bag,free
bag-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking with bag,free
bag-non-dominant hand-unlabelled-walking-wear on,upright,ambulation,unwear,unkown,self-paced walking with bag,free
3 mph-bag-non-dominant hand-unlabelled-walking-wear on,upright,ambulation,unwear,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-non-dominant hand-unlabelled-walking-wear on,upright,ambulation,unwear,indoor,treadmill walking at 3-3.5 mph,free
5.5 mph-dominant hand-jog/running-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
down-elevator-texting-unlabelled,upright,sedentary,sedentary,indoor,elevator down and texting,using phone
elevator-texting-unlabelled,upright,sedentary,sedentary,indoor,texting and elevator,using phone
city-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
city-telling story-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking and talking,talking
city-unlabelled,unkown,unkown,unkown,outdoor,unkown,unkown
city-jog/running-unlabelled,upright,ambulation,ambulation,outdoor,running,free
down-stairs-texting-unlabelled,upright,ambulation,ambulation,indoor,walking down stairs and texting,using phone
city-telling story-unlabelled,unkown,unkown,unkown,outdoor,talking,talking
city-stop light-telling story-unlabelled,unkown,unkown,unkown,outdoor,talking,talking
city-standing-telling story-unlabelled,upright,sedentary,sedentary,outdoor,standing and talking,talking
city-mbta-standing-telling story-unlabelled,upright,sedentary,sedentary,indoor,standing and talking,talking
city-phone talking-telling story-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking and talking and using phone,holding cellphone
city-phone talking-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking and talking and using phone,holding cellphone
city-phone talking-texting-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking and texting and talking and using phone,holding cellphone
city-texting-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking and texting,using phone
city-standing-unlabelled,upright,sedentary,sedentary,outdoor,standing naturally,free
carrying drinking-standing-unlabelled,upright,sedentary,sedentary,unkown,standing carrying a drink,carrying a drink
down-unlabelled,unkown,unkown,unkown,unkown,unkown,unkown
arms on desk-unlabelled,unkown,unkown,unkown,indoor, with arms on desk,arms on desk
arms on desk-treadmill-unlabelled,upright,unkown,unkown,indoor, with arms on desk,arms on desk
1 mph-arms on desk-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms on desk-telling story-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 1 mph and talking with arms on desk,arms on desk
2 mph-arms on desk-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 2 mph with arms on desk,arms on desk
3.5 mph-arms on desk-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph with arms on desk,arms on desk
bag-treadmill-unlabelled-walking,upright,ambulation,ambulation,indoor,self-paced walking with bag,free
bag-non-dominant h-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking with bag,free
drink-treadmill-unlabelled-walking,upright,ambulation,ambulation,indoor,self-paced walking,carrying a drink
drink-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking,carrying a drink
dominant h-drink-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking,carrying a drink
dominant h-drink-telling story-unlabelled-walking,upright,ambulation,ambulation,unkown,self-paced walking and talking,carrying a drink
5.5 mph-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill running at 5.5 mph,free
5.5 mph-jog/running-treadmill-unlabelled,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
standing-unlabelled-wearon,upright,sedentary,sedentary,unkown,standing naturally,free
standing-still-unlabelled-wearon,upright,sedentary,sedentary,unkown,standing naturally,still
unlabelled-wearon,unkown,unkown,unkown,unkown,unkown,unkown
jumping jacks-unlabelled-wearon,upright,others,others,unkown,jumping jacks,jumping jacks
jumping jacks-standing-unlabelled-wearon,upright,sedentary,sedentary,unkown,standing and jumping jacks,jumping jacks
still-unlabelled-wearon,unkown,sedentary,sedentary,unkown,unkown,still
sitting-unlabelled-wearon,sitting,sedentary,sedentary,unkown,sitting still,free
unlabelled-writing,unkown,unkown,unkown,unkown,writing,writing
sitting-still-unlabelled,sitting,sedentary,sedentary,unkown,sitting still,still
2 mph-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 2 mph,free
3 mph-dominant h-drink-unlabelled-walking,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-bag-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph with bag,free
phone talking-treadmill-unlabelled,upright,unkown,unkown,indoor,talking and using phone,holding cellphone
5% grade-jog/running-treadmill-unlabelled,upright,ambulation,ambulation,indoor,running,free
standing-still-unlabelled,upright,sedentary,sedentary,unkown,standing naturally,still
outdoors-story-unlabelled-walking,upright,ambulation,ambulation,outdoor,self-paced walking,free
outdoors-standing-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
outdoors-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
outdoors-standing-stop light-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
outdoors-stop light-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking,free
outdoors-phone-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking and using phone,holding cellphone
outdoors-phone-standing-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing and using phone,holding cellphone
outdoors-phone-standing-stop light-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing and using phone,holding cellphone
outdoors-phone-stop light-unlabelled-walking-wear on,upright,ambulation,ambulation,outdoor,self-paced walking and using phone,holding cellphone
sitting-still-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting still,still
reclining-texting-unlabelled-wear on,sitting,sedentary,sedentary,unkown,reclining and texting,using phone
sweeping-unlabelled-wear on,upright,others,others,indoor,sweeping,sweeping
laundry-standing-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing naturally,laundry
laundry-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,laundry
biking-stationary-unlabelled-wear on,sitting,cycling,cycling,indoor,stationary biking,biking
300 kpm/min-biking-stationary-unlabelled-wear on,sitting,cycling,cycling,indoor,biking outdoor and stationary biking,biking
1 mph-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph,free
1 mph-arms rested on the desk-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms rested on the desk-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms rested on the desk-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
2 mph-arms rested on the desk-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 2 mph with arms on desk,arms on desk
3 mph-dominant hand-drink-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,carrying a drink
dominant hand-drink-unlabelled,unkown,unkown,unkown,unkown,unkown,carrying a drink
3 mph-bag-dominant hand-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph with bag,free
bag-dominant hand-unlabelled,unkown,unkown,unkown,unkown, with bag,free
3 mph-phone-treadmill-unlabelled-walking,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
3 mph-phone-treadmill-unlabelled,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph and using phone,holding cellphone
5% grade-5.5 mph-jog/running-treadmill-unlabelled,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
5.5 mph-unlabelled,upright,unkown,unkown,indoor,treadmill running at 5.5 mph,free
5% grade-5.5 mph-unlabelled,upright,unkown,unkown,indoor,treadmill running at 5.5 mph,free
jumping jacks-still-unlabelled,upright,sedentary,sedentary,unkown,jumping jacks,jumping jacks
3 mph-standing-unlabelled,upright,sedentary,sedentary,indoor,treadmill walking at 3-3.5 mph and standing,free
3 mph-standing-still-unlabelled,upright,sedentary,sedentary,indoor,treadmill walking at 3-3.5 mph and standing,still
arms rested on the desk-sitting-unlabelled-wear on-writing,sitting,sedentary,sedentary,indoor,sitting and writing with arms on desk,writing
arms rested on the desk-sitting-unlabelled-web browsing,sitting,sedentary,sedentary,indoor,sitting and web browsing with arms on desk,arms on desk
arms rested on the desk-sitting-unlabelled-wear on-web browsing,sitting,sedentary,sedentary,indoor,sitting and web browsing with arms on desk,arms on desk
sitting-unlabelled-wear on-web browsing,sitting,sedentary,sedentary,unkown,sitting and web browsing,free
sitting-texting-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting and texting,using phone
arms rested on the desk-standing-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing with arms on desk,arms on desk
arms rested on the desk-arms rested on the desk-standing-unlabelled-wear on-web browsing,upright,sedentary,sedentary,indoor,standing and web browsing with arms on desk,arms on desk
arms rested on the desk-standing-unlabelled-wear on-writing,upright,sedentary,sedentary,indoor,standing and writing with arms on desk,writing
elevator-standing-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing and elevator,free
down-elevator-standing-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing and elevator down,free
down-standing-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing naturally,free
standing-unlabelled-vending machine-wear on,upright,sedentary,sedentary,unkown,standing and using vending machine,using vending machine
escalator-standing-unlabelled-wear on,upright,sedentary,sedentary,indoor,standing and escalator,free
escalator-standing-unlabelled-up-wear on,upright,sedentary,sedentary,indoor,standing and escalator up,free
standing-unlabelled-up-wear on,upright,sedentary,sedentary,unkown,standing naturally,free
standing-texting-unlabelled-wear on,upright,sedentary,sedentary,unkown,standing and texting,using phone
down-sitting-unlabelled-wear on,sitting,sedentary,sedentary,unkown,sitting still,free
down-unlabelled-wear on,unkown,unkown,unkown,unkown,unkown,unkown
down-unlabelled-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking,free
outdoors-unlabelled-wear on,unkown,unkown,unkown,outdoor,unkown,unkown
outdoors-standing-story-unlabelled-wear on,upright,sedentary,sedentary,outdoor,standing naturally,free
outdoors-standing-story-unlabelled,upright,sedentary,sedentary,outdoor,standing naturally,free
elevator-standing-unlabelled-up-wear on,upright,sedentary,sedentary,indoor,standing and elevator up,free
biking-city-unlabelled-wear on,sitting,cycling,cycling,outdoor,biking,biking
bag-stairs-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator with bag,free
bag-stairs-unlabelled-up-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and escalator with bag,free
bag-unlabelled-up-walking-wear on,upright,ambulation,ambulation,unkown,self-paced walking with bag,free
sitting-story-unlabelled,sitting,sedentary,sedentary,unkown,sitting still,free
sitting-texting-unlabelled-web browsing,sitting,sedentary,sedentary,unkown,sitting and texting and web browsing,using phone
1 mph-arms rested on desk-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms rested on desk-story-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms rested on desk-story-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
1 mph-arms rested on desk-story-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 1 mph with arms on desk,arms on desk
story-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking,free
3 mph-3.5 mph-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-bag-dominant hand-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant hand-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant hand-jog/running-treadmill-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
3 mph-bag-dominant hand-jog/running-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph with bag,free
bag-dominant hand-jog/running-treadmill-unlabelled-wear on,upright,ambulation,ambulation,indoor,running with bag,free
5.5 mph-bag-dominant hand-jog/running-treadmill-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph with bag,free
5.5 mph-bag-jog/running-treadmill-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph with bag,free
5% grade-5.5 mph-bag-jog/running-treadmill-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph with bag,free
5% grade-5.5 mph-jog/running-treadmill-unlabelled-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
5% grade-5.5 mph-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill running at 5.5 mph,free
5% grade-5.5 mph-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
5% grade-5.5 mph-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill running at 5.5 mph,free
5% grade-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking,free
3 mph-5% grade-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-phone talking-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph and talking and using phone,holding cellphone
3 mph-phone talking-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph and talking and using phone,holding cellphone
phone talking-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,self-paced walking and talking and using phone,holding cellphone
3 mph-dominant hand-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,free
3 mph-dominant hand-drink-treadmill-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-dominant hand-drink-treadmill-unlabelled-wear on,upright,unkown,unkown,indoor,treadmill walking at 3-3.5 mph,carrying a drink
3 mph-dominant hand-drink-unlabelled-walking-wear on,upright,ambulation,ambulation,indoor,treadmill walking at 3-3.5 mph,carrying a drink
